Plate,Well,Sample Name,Target Name,Task,Reporter,Quencher,C?,C? Mean,C? SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
3,D2,AH97,C,UNKNOWN,VIC,NFQ-MGB,38.43862915,38.43862915,,,,,FALSE,0.02,TRUE,3,35,,N,Y,Y
3,D2,AH97,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,D3,AH98,C,UNKNOWN,VIC,NFQ-MGB,39.96991348,39.24765778,1.021426558,,,,FALSE,0.02,TRUE,3,35,,Y,Y,Y
3,D3,AH98,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,Y,Y,Y
3,D4,AH98,C,UNKNOWN,VIC,NFQ-MGB,38.52539825,39.24765778,1.021426558,,,,FALSE,0.02,TRUE,3,35,,Y,Y,Y
3,D4,AH98,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,Y,Y,Y
3,D5,AH99,C,UNKNOWN,VIC,NFQ-MGB,32.46339035,32.4264679,0.052213538,,,,FALSE,0.02,TRUE,3,31,,N,Y,Y
3,D5,AH99,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,D6,AH99,C,UNKNOWN,VIC,NFQ-MGB,32.38954926,32.4264679,0.052213538,,,,FALSE,0.02,TRUE,3,31,,N,Y,Y
3,D6,AH99,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,D7,AH100,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,D7,AH100,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,D8,AH100,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,D8,AH100,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,D9,AH101,C,UNKNOWN,VIC,NFQ-MGB,38.54455566,38.27885818,0.375752985,,,,FALSE,0.02,TRUE,3,35,,N,Y,Y
3,D9,AH101,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,D10,AH101,C,UNKNOWN,VIC,NFQ-MGB,38.01316071,38.27885818,0.375752985,,,,FALSE,0.02,TRUE,3,35,,N,Y,Y
3,D10,AH101,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,D11,NEGCON,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,N
3,D11,NEGCON,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,N
3,D12,NEGCON,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,N
3,D12,NEGCON,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,N
